Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2021-12_Transcend_School to Purpose Academies,Nominator_2021-12,572,"Public charter school,Microschool, Alternative to school (e.g., homeschooling cooperative, learning hub)"
Nominator_2021-12_Center on Reinventing Public Education_Southern Nevada Urban Micro Academy ,Nominator_2021-12,573,Microschool
Nominator_2021-12_Center on Reinventing Public Education_Dayspring Academy,Nominator_2021-12,575,Public charter school
Nominator_2024-10_Center on Reinventing Public Education_Conductive Education Center of Orlando,Nominator_2024-10,576,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Conductive Education Center of Orlando,Nominator_2021-12,576,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_North Florida School of Special Education,Nominator_2021-12,577,Independent (private) school
Nominator_2024-10_Center on Reinventing Public Education_Jacksonville School for Autism,Nominator_2024-10,578,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Jacksonville School for Autism,Nominator_2021-12,578,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Chautauqua Charter School,Nominator_2021-12,579,"Public charter school,School-within-school (a smaller, largely autonomous school inside of a public district school)"
Nominator_2024-10_Center on Reinventing Public Education_My Reflection Matters Village,Nominator_2024-10,580,"Alternative to school (e.g., homeschooling cooperative, learning hub), Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_My Reflection Matters Village,Nominator_2021-12,580,"Alternative to school (e.g., homeschooling cooperative, learning hub), Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Vimenti School,Nominator_2021-12,581,Public charter school
Nominator_2024-10_Center on Reinventing Public Education_Bridges Academy,Nominator_2024-10,582,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Bridges Academy,Nominator_2021-12,582,"Independent (private) school, Independent (private) school"
Nominator_2022-11_Vermont Agency of Education_White River Valley Middle School,Nominator_2022-11,583,"Public district school, Public district school"
Nominator_2021-12_Vermont Agency of Education_White River Valley Middle School,Nominator_2021-12,583,"Public district school, Public district school"
Nominator_2021-12_Empower Schools_Coquillard Elementary School,Nominator_2021-12,584,Public district school
Nominator_2021-12_Texas Public Charter Schools Association_Beta Academy,Nominator_2021-12,585,Public charter school
Nominator_2021-12_Texas Public Charter Schools Association_Foundation School of Autism - San Antonio,Nominator_2021-12,586,Public charter school
Nominator_2024-10_Getting Smart_Asu Preparatory Academy Digital,Nominator_2024-10,587,"Virtual school, Independent (private) school, Public charter school"
Nominator_2021-12_The Learning Accelerator_Asu Preparatory Academy Digital,Nominator_2021-12,587,"Virtual school, Independent (private) school, Public charter school"
Nominator_2025-10_Transcend_Asu Preparatory Academy Digital,Nominator_2025-10,587,"Virtual school, Independent (private) school, Public charter school"
Nominator_2021-12_The Learning Accelerator_Texas Tech University K-12,Nominator_2021-12,588,Virtual school
Nominator_2021-12_The Learning Accelerator_Personalized Learning Preparatory at Sam Houston,Nominator_2021-12,589,Public district school
Nominator_2021-12_The Learning Accelerator_CityLab High School,Nominator_2021-12,591,Public district school
Nominator_2021-12_A+ Schools_Nazareth Prep,Nominator_2021-12,593,Independent (private) school
Nominator_2021-12_The Learning Innovation Catalyst_A Vito Martinez Middle School,Nominator_2021-12,594,Public district school
Nominator_2021-12_[Closed] Competency Collaborative_The Williamsburg High School of Art and Technology,Nominator_2021-12,595,"Public district school, Public district school"
Nominator_2021-12_The Learning Innovation Catalyst_The Williamsburg High School of Art and Technology,Nominator_2021-12,595,"Public district school, Public district school"
Nominator_2021-12_The Learning Innovation Catalyst_Kennelly School,Nominator_2021-12,596,Public district school
Nominator_2021-12_The Learning Innovation Catalyst_School 9 - Dr. Martin Luther King Jr.,Nominator_2021-12,597,Public district school
Nominator_2021-12_A Revolution in Education_The Exploris School,Nominator_2021-12,598,Public charter school
Nominator_2021-12_Center for the Future of Arizona_Coatimundi Middle School,Nominator_2021-12,600,Public district school
Nominator_2021-12_The Learning Accelerator_New Harmony High Institute,Nominator_2021-12,601,"Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Transcend_New Harmony High Institute,Nominator_2023-11,601,"Public charter school, Public charter school, Public charter school"
Nominator_2022-11_Transcend_New Harmony High Institute,Nominator_2022-11,601,"Public charter school, Public charter school, Public charter school"
Nominator_2021-12_The Learning Accelerator_Highlander Elementary Charter,Nominator_2021-12,602,Public charter school
Nominator_2021-12_The Learning Accelerator_360 High School,Nominator_2021-12,603,Public district school
Nominator_2021-12_Transcend_The 1881 Institute,Nominator_2021-12,604,"Alternative to school (e.g., homeschooling cooperative, learning hub)"
Nominator_2021-12_Transcend_8 Million Stories,Nominator_2021-12,605,Independent (private) school
Nominator_2021-12_Transcend_Build UP,Nominator_2021-12,606,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Build UP,Nominator_2023-11,606,"Independent (private) school, Independent (private) school"
Nominator_2025-10_Learner-Centered Collaborative_La Luz,Nominator_2025-10,607,"Microschool, Independent (private) school"
Nominator_2021-12_Transcend_La Luz,Nominator_2021-12,607,"Microschool, Independent (private) school"
Nominator_2021-12_Transcend_Legacy Classical Christian Academy,Nominator_2021-12,608,"Independent (private) school,Alternative to school (e.g., homeschooling cooperative, learning hub)"
Nominator_2021-12_Transcend_OpenEd,Nominator_2021-12,609,"Virtual school, Independent (private) school"
Nominator_2024-10_Transcend_OpenEd,Nominator_2024-10,609,"Virtual school, Independent (private) school"
Nominator_2021-12_Transcend_Portal Schools,Nominator_2021-12,610,Independent (private) school
Nominator_2021-12_Transcend_Samuel Everett School of Innovation,Nominator_2021-12,611,"Public district school,Alternative to school (e.g., homeschooling cooperative, learning hub), Public district school"
Nominator_2024-10_Transcend_Samuel Everett School of Innovation,Nominator_2024-10,611,"Public district school,Alternative to school (e.g., homeschooling cooperative, learning hub), Public district school"
Nominator_2021-12_Transcend_Unidos Homeschool Cooperative,Nominator_2021-12,612,"Alternative to school (e.g., homeschooling cooperative, learning hub)"
Nominator_2021-12_Transcend_Wild Rose Montessori,Nominator_2021-12,613,"Microschool, Independent (private) school"
Nominator_2024-10_Transcend_Wild Rose Montessori,Nominator_2024-10,613,"Microschool, Independent (private) school"
Nominator_2021-12_Center on Reinventing Public Education_Gary Middle College,Nominator_2021-12,614,"Public charter school, Public charter school"
Nominator_2024-10_Center on Reinventing Public Education_Gary Middle College,Nominator_2024-10,614,"Public charter school, Public charter school"
Nominator_2021-12_Transcend_ [Non-Operating School] Oceti Sakowin Educational Learning Center,Nominator_2021-12,615,"Alternative to school (e.g., homeschooling cooperative, learning hub)"
